data,região,instituição,1as_consultas,consultas_subsequentes,total_consultas,ano,mês,coordenadas,código_região
2017-05-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",71,0,71,2017,5,"-9.1822554,38.6658713",3
2017-05-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",929,5626,6555,2017,5,"-8.6745115,41.1794456",1
2017-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",10,8,18,2017,6,"-8.6956768,38.0162314",4
2017-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",369,300,669,2017,6,"-7.4263845,39.3003425",4
2017-06-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,21,1,22,2017,6,"-8.7707806,40.297919",2
2017-06-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",184,55,239,2017,6,"-7.4981271,39.8212263",2
2017-07-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",428,342,770,2017,7,"-7.4263845,39.3003425",4
2017-07-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",202,67,269,2017,7,"-7.4981271,39.8212263",2
2017-08-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",386,5,391,2017,8,"-7.9281554,37.0238973",5
2017-08-01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE",2,0,2,2017,8,"-6.7888197,41.8056532",1
2017-09-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1226,0,1226,2017,9,"-8.6172617,41.1472498",1
2017-09-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",1921,10091,12012,2017,9,"-8.6745115,41.1794456",1
2017-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",558,547,1105,2017,10,"-7.4263845,39.3003425",4
2017-10-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",177,79,256,2017,10,"-7.4922407,40.2804158",2
2017-10-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",454,434,888,2017,10,"-8.6543716,40.6362453",2
2017-10-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",266,113,379,2017,10,"-7.4981271,39.8212263",2
2017-10-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",413,1,414,2017,10,"-7.7515252,41.3031784",1
2017-11-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",799,288,1087,2017,11,"-7.9032848,38.5684861",4
2017-11-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",502,5,507,2017,11,"-7.9281554,37.0238973",5
2017-11-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",192,86,278,2017,11,"-7.4922407,40.2804158",2
2017-11-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",2236,1053,3289,2017,11,"-8.4098211,40.2191523",2
2017-11-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1571,0,1571,2017,11,"-8.6172617,41.1472498",1
2017-11-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",478,1,479,2017,11,"-7.7515252,41.3031784",1
2017-12-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",377,256,633,2017,12,"-8.7982706,39.7414812",2
2017-12-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,31,1,32,2017,12,"-8.7707806,40.297919",2
2017-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",0,0,0,2017,12,"-9.1616116,38.7500861",3
2017-12-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",287,0,287,2017,12,"-9.1822554,38.6658713",3
2018-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",59,63,122,2018,1,"-7.4263845,39.3003425",4
2018-01-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,3,0,3,2018,1,"-8.7707806,40.297919",2
2018-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",0,0,0,2018,1,"-9.1371248,38.7166948",3
2018-01-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",60,0,60,2018,1,"-7.7515252,41.3031784",1
2018-02-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",2,2,4,2018,2,"-7.9281554,37.0238973",5
2018-02-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",16,0,16,2018,2,"-9.216985,38.708454",3
2018-02-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",22,7,29,2018,2,"-8.6062881,41.1785642",1
2018-03-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",232,122,354,2018,3,"-7.9032848,38.5684861",4
2018-03-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",105,70,175,2018,3,"-8.7982706,39.7414812",2
2018-03-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",4,7,11,2018,3,"-8.0827433,40.516364",2
2018-03-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",25,0,25,2018,3,"-9.216985,38.708454",3
2018-03-01,Região de Saúde LVT,"Hospital Professor Doutor Fernando Fonseca, EPE",0,0,0,2018,3,"-9.2264834,38.7422257",3
2018-04-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",136,89,225,2018,4,"-8.7982706,39.7414812",2
2018-05-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",136,160,296,2018,5,"-8.6543716,40.6362453",2
2018-05-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,13,2,15,2018,5,"-8.7707806,40.297919",2
2018-05-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",239,0,239,2018,5,"-9.1822554,38.6658713",3
2018-05-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",125,0,125,2018,5,"-7.7515252,41.3031784",1
2018-06-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",326,309,635,2018,6,"-7.4263845,39.3003425",4
2018-06-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",8,3,11,2018,6,"-7.9281554,37.0238973",5
2018-06-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",928,402,1330,2018,6,"-8.4098211,40.2191523",2
2018-06-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",55,0,55,2018,6,"-9.216985,38.708454",3
2018-07-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",532,218,750,2018,7,"-7.9032848,38.5684861",4
2018-07-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",25,0,25,2018,7,"-7.8721227,38.014123",4
2018-07-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,11,0,11,2018,7,"-8.5933462,40.3470015",2
2018-07-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",154,94,248,2018,7,"-7.4981271,39.8212263",2
2018-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",23,21,44,2018,7,"-9.1371248,38.7166948",3
2018-07-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",166,0,166,2018,7,"-7.7515252,41.3031784",1
2018-07-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,7536,7536,2018,7,"-8.6745115,41.1794456",1
2018-08-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",596,240,836,2018,8,"-7.9032848,38.5684861",4
2018-08-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",308,112,420,2018,8,"-7.4922407,40.2804158",2
2018-08-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",264,248,512,2018,8,"-8.6543716,40.6362453",2
2018-08-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,8570,8570,2018,8,"-8.6745115,41.1794456",1
2018-09-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",17,24,41,2018,9,"-8.6956768,38.0162314",4
2018-09-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",513,382,895,2018,9,"-7.4263845,39.3003425",4
2018-09-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",329,123,452,2018,9,"-7.4922407,40.2804158",2
2018-09-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1541,751,2292,2018,9,"-8.4098211,40.2191523",2
2018-09-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,12,0,12,2018,9,"-8.5933462,40.3470015",2
2018-09-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",90,0,90,2018,9,"-9.216985,38.708454",3
2018-09-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1855,0,1855,2018,9,"-8.6172617,41.1472498",1
2018-10-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,19,0,19,2018,10,"-8.5933462,40.3470015",2
2018-10-01,Região de Saúde Norte,"Unidade Local de Saúde do Nordeste, EPE",0,1,1,2018,10,"-6.7888197,41.8056532",1
2018-11-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",17,7,24,2018,11,"-7.9281554,37.0238973",5
2018-11-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",303,238,541,2018,11,"-8.7982706,39.7414812",2
2018-11-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,11555,11555,2018,11,"-8.6745115,41.1794456",1
2018-12-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,37,0,37,2018,12,"-8.5933462,40.3470015",2
2018-12-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",570,0,570,2018,12,"-7.7515252,41.3031784",1
2019-01-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2019,1,"-7.9281554,37.0238973",5
2019-01-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",67,9,76,2019,1,"-7.4922407,40.2804158",2
2019-01-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",44,60,104,2019,1,"-8.6543716,40.6362453",2
2019-01-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",29,0,29,2019,1,"-9.216985,38.708454",3
2019-02-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",221,67,288,2019,2,"-7.9032848,38.5684861",4
2019-02-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",92,88,180,2019,2,"-8.6543716,40.6362453",2
2019-02-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",38,20,58,2019,2,"-8.0827433,40.516364",2
2019-02-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,2,"-8.7707806,40.297919",2
2019-02-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",42,0,42,2019,2,"-9.216985,38.708454",3
2019-02-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",296,5,301,2019,2,"-9.1616116,38.7500861",3
2019-02-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",219,0,219,2019,2,"-7.7515252,41.3031784",1
2019-03-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",15,22,37,2019,3,"-7.8721227,38.014123",4
2019-03-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,3,"-8.7707806,40.297919",2
2019-03-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",90,24,114,2019,3,"-7.4981271,39.8212263",2
2019-03-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",2,1,3,2019,3,"-8.5404429,39.478072",3
2019-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",11,11,22,2019,4,"-9.1371248,38.7166948",3
2019-04-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",74,0,74,2019,4,"-9.216985,38.708454",3
2019-04-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",446,0,446,2019,4,"-7.7515252,41.3031784",1
2019-05-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2019,5,"-7.9281554,37.0238973",5
2019-05-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",15,12,27,2019,5,"-9.1371248,38.7166948",3
2019-06-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2019,6,"-7.9281554,37.0238973",5
2019-06-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1345,459,1804,2019,6,"-8.4098211,40.2191523",2
2019-06-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",3,3,6,2019,6,"-8.5404429,39.478072",3
2019-06-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",1151,0,1151,2019,6,"-8.6172617,41.1472498",1
2019-07-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2019,7,"-7.9281554,37.0238973",5
2019-07-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",285,53,338,2019,7,"-7.4922407,40.2804158",2
2019-07-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",389,277,666,2019,7,"-8.6543716,40.6362453",2
2019-07-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1638,527,2165,2019,7,"-8.4098211,40.2191523",2
2019-07-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,7,"-8.7707806,40.297919",2
2019-07-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",22,21,43,2019,7,"-9.1371248,38.7166948",3
2019-07-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,6959,6959,2019,7,"-8.6745115,41.1794456",1
2019-08-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",28,33,61,2019,8,"-7.8721227,38.014123",4
2019-08-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",162,0,162,2019,8,"-9.216985,38.708454",3
2019-08-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",772,0,772,2019,8,"-7.7515252,41.3031784",1
2019-09-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",204,103,307,2019,9,"-7.4981271,39.8212263",2
2019-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",2537,29,2566,2019,9,"-9.1616116,38.7500861",3
2019-09-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",11,7,18,2019,9,"-8.5404429,39.478072",3
2019-09-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2019,9,"-9.1822554,38.6658713",3
2019-09-01,Região de Saúde Norte,"Hospital de Braga, EPE",367,0,367,2019,9,"-8.398982,41.56785",1
2019-10-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2019,10,"-8.8818638,38.5283754",3
2019-10-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2019,10,"-8.6010558,41.1831056",1
2019-11-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",2539,836,3375,2019,11,"-8.4098211,40.2191523",2
2019-11-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",239,69,308,2019,11,"-8.0827433,40.516364",2
2019-11-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",248,129,377,2019,11,"-7.4981271,39.8212263",2
2019-11-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",275,0,275,2019,11,"-9.216985,38.708454",3
2019-12-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",13,18,31,2019,12,"-8.6956768,38.0162314",4
2019-12-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",587,247,834,2019,12,"-7.4263845,39.3003425",4
2019-12-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",282,255,537,2019,12,"-8.7982706,39.7414812",2
2019-12-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",2659,840,3499,2019,12,"-8.4098211,40.2191523",2
2019-12-01,Região de Saúde do Centro,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,5,0,5,2019,12,"-8.7707806,40.297919",2
2019-12-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",80,59,139,2019,12,"-8.6062881,41.1785642",1
2020-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",52,27,79,2020,1,"-7.4263845,39.3003425",4
2020-01-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2020,1,"-7.9281554,37.0238973",5
2020-01-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",250,0,250,2020,1,"-9.1616116,38.7500861",3
2020-01-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",77,0,77,2020,1,"-7.7515252,41.3031784",1
2020-01-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",66,0,66,2020,1,"-8.5972617,41.1094138",1
2020-01-01,Região de Saúde Norte,"Hospital de Braga, EPE",415,0,415,2020,1,"-8.398982,41.56785",1
2020-02-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",94,44,138,2020,2,"-7.4263845,39.3003425",4
2020-02-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",109,101,210,2020,2,"-8.6543716,40.6362453",2
2020-02-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,58,0,58,2020,2,"-8.5933462,40.3470015",2
2020-02-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2020,2,"-9.1822554,38.6658713",3
2020-02-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",0,0,0,2020,2,"-8.5458794,40.9293884",1
2020-02-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",126,1,127,2020,2,"-7.7515252,41.3031784",1
2020-02-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",188,0,188,2020,2,"-8.5972617,41.1094138",1
2020-02-01,Região de Saúde Norte,"Hospital de Braga, EPE",720,0,720,2020,2,"-8.398982,41.56785",1
2020-03-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",110,918,1028,2020,3,"-7.8721227,38.014123",4
2020-03-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",85,0,85,2020,3,"-9.216985,38.708454",3
2020-03-01,Região de Saúde LVT,"Centro Hospitalar de Setúbal, EPE",0,0,0,2020,3,"-8.8818638,38.5283754",3
2020-03-01,Região de Saúde LVT,Centro Hospitalar Psiquiátrico de Lisboa,23,1132,1155,2020,3,"-9.1460705,38.7569771",3
2020-03-01,Região de Saúde Norte,"Hospital de Braga, EPE",1136,0,1136,2020,3,"-8.398982,41.56785",1
2020-04-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",75,10,85,2020,4,"-8.0827433,40.516364",2
2020-04-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",832,51,883,2020,4,"-9.1616116,38.7500861",3
2020-05-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",464,161,625,2020,5,"-7.9032848,38.5684861",4
2020-05-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",108,34,142,2020,5,"-7.4922407,40.2804158",2
2020-05-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",127,127,254,2020,5,"-8.7982706,39.7414812",2
2020-05-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",111,0,111,2020,5,"-9.216985,38.708454",3
2020-05-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2020,5,"-8.6010558,41.1831056",1
2020-05-01,Região de Saúde Norte,"Centro Hospitalar Universitário do Porto, EPE",743,0,743,2020,5,"-8.6172617,41.1472498",1
2020-05-01,Região de Saúde Norte,"Hospital de Braga, EPE",2635,0,2635,2020,5,"-8.398982,41.56785",1
2020-05-01,Região de Saúde Norte,"Hospital Santa Maria Maior, EPE",0,4,4,2020,5,"-8.6171561,41.5324234",1
2020-05-01,Região de Saúde Norte,"Unidade Local de Saúde de Matosinhos, EPE",0,4074,4074,2020,5,"-8.6745115,41.1794456",1
2020-06-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",739,195,934,2020,6,"-7.9032848,38.5684861",4
2020-06-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",161,173,334,2020,6,"-8.7982706,39.7414812",2
2020-06-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",79,52,131,2020,6,"-7.4981271,39.8212263",2
2020-06-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",2,10,12,2020,6,"-8.5404429,39.478072",3
2020-06-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2020,6,"-8.6010558,41.1831056",1
2020-06-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",16,33,49,2020,6,"-8.5458794,40.9293884",1
2020-07-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Litoral Alentejano, EPE",0,0,0,2020,7,"-8.6956768,38.0162314",4
2020-07-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1182,347,1529,2020,7,"-8.4098211,40.2191523",2
2020-07-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",117,18,135,2020,7,"-8.0827433,40.516364",2
2020-08-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",1024,215,1239,2020,8,"-7.9032848,38.5684861",4
2020-08-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2020,8,"-7.9281554,37.0238973",5
2020-08-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",155,24,179,2020,8,"-8.0827433,40.516364",2
2020-08-01,Região de Saúde do Centro,"Unidade Local de Saúde de Castelo Branco, EPE",106,59,165,2020,8,"-7.4981271,39.8212263",2
2020-08-01,Região de Saúde LVT,"Centro Hospitalar Universitário de Lisboa Norte, EPE",1497,55,1552,2020,8,"-9.1616116,38.7500861",3
2020-08-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE",0,0,0,2020,8,"-8.6010558,41.1831056",1
2020-08-01,Região de Saúde Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",19,62,81,2020,8,"-8.5458794,40.9293884",1
2020-09-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",1571,504,2075,2020,9,"-8.4098211,40.2191523",2
2020-09-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",165,1061,1226,2020,9,"-9.1371248,38.7166948",3
2020-09-01,Região de Saúde LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",149,0,149,2020,9,"-9.216985,38.708454",3
2020-09-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2020,9,"-9.1822554,38.6658713",3
2020-10-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",216,173,389,2020,10,"-7.4263845,39.3003425",4
2020-10-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2020,10,"-7.9281554,37.0238973",5
2020-10-01,Região de Saúde do Centro,"Centro Hospitalar de Leiria, EPE",269,318,587,2020,10,"-8.7982706,39.7414812",2
2020-10-01,Região de Saúde do Centro,"Centro Hospitalar do Baixo Vouga, EPE",285,335,620,2020,10,"-8.6543716,40.6362453",2
2020-10-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",3,16,19,2020,10,"-8.5404429,39.478072",3
2020-10-01,Região de Saúde Norte,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",586,2,588,2020,10,"-7.7515252,41.3031784",1
2020-11-01,Região de Saúde do Centro,"Centro Hospitalar Universitário Cova da Beira, EPE",235,68,303,2020,11,"-7.4922407,40.2804158",2
2020-11-01,Região de Saúde do Centro,"Centro Hospitalar e Universitário de Coimbra, EPE",2042,669,2711,2020,11,"-8.4098211,40.2191523",2
2020-11-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",223,40,263,2020,11,"-8.0827433,40.516364",2
2020-11-01,Região de Saúde do Centro,Hospital Arcebispo João Crisóstomo,119,0,119,2020,11,"-8.5933462,40.3470015",2
2020-11-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",250,1348,1598,2020,11,"-9.1371248,38.7166948",3
2020-11-01,Região de Saúde LVT,"Hospital Garcia de Orta, EPE",0,0,0,2020,11,"-9.1822554,38.6658713",3
2020-12-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",684,3630,4314,2020,12,"-7.8721227,38.014123",4
2020-12-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Norte Alentejano, EPE",254,204,458,2020,12,"-7.4263845,39.3003425",4
2020-12-01,Região de Saúde LVT,"Centro Hospitalar Universitário Lisboa Central, EPE",494,1523,2017,2020,12,"-9.1371248,38.7166948",3
2020-12-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE, EPE",64,8,72,2020,12,"-9.1258493,39.4054629",3
2020-12-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",3,18,21,2020,12,"-8.5404429,39.478072",3
2020-12-01,Região de Saúde Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1101,0,1101,2020,12,"-8.5972617,41.1094138",1
2021-01-01,Região de Saúde do Alentejo,"Hospital Espírito Santo de Évora, EPE",64,16,80,2021,1,"-7.9032848,38.5684861",4
2021-01-01,Região de Saúde do Alentejo,"Unidade Local de Saúde do Baixo Alentejo, EPE",132,150,282,2021,1,"-7.8721227,38.014123",4
2021-01-01,Região de Saúde do Centro,"Centro Hospitalar Tondela-Viseu, EPE",20,5,25,2021,1,"-8.0827433,40.516364",2
2021-01-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE",0,0,0,2021,1,"-8.5404429,39.478072",3
2021-01-01,Região de Saúde Norte,"Instituto Português Oncologia do Porto, EPE",3,2,5,2021,1,"-8.6062881,41.1785642",1
2021-02-01,Região de Saúde do Algarve,"Centro Hospitalar Universitário do Algarve,EPE",0,0,0,2021,2,"-7.9281554,37.0238973",5
